,Actual Mixture,Fructose,HMF,Levulinic Acid,Formic Acid,Sum
Wavenumber,Concentration,0.133284863,0.261793407,0.401500266,0.532611039,
850.4673,3.05E-05,1.57E-04,2.71044E-05,7.68E-04,2.96E-04,0.001247957
852.3958,-2.89E-05,4.68E-04,0.000112511,6.70E-04,-7.08E-05,0.001180098
854.3243,1.63E-07,3.84E-04,0.000153918,2.96E-04,-3.07E-04,5.28E-04
856.2528,6.01E-05,3.23E-04,-4.15E-05,-2.06E-05,-4.19E-04,-0.000158101
858.1813,8.54E-05,0.000366064,-8.17E-05,-1.72E-04,-3.92E-04,-0.000280052
860.1098,1.44E-04,0.00029406,-1.75E-04,-5.39E-05,-4.17E-05,2.38E-05
862.0383,1.33E-04,4.97E-04,-4.60E-04,-1.77E-04,1.06E-04,-3.50E-05
863.9668,7.87E-05,0.000584177,-1.13E-04,-2.96E-04,1.16E-04,0.000291654
865.8953,-1.01E-05,0.000816936,2.21E-04,-1.22E-04,-5.56E-05,0.000860908
867.8238,1.04E-04,0.00081657,5.62E-05,-2.71E-04,-1.12E-04,4.89E-04
869.7523,3.68E-04,0.000760157,-9.11671E-05,-9.47E-05,-2.42E-04,3.32E-04
871.6808,5.46E-04,0.000673455,-0.000164729,2.36E-04,-2.14E-05,0.000723454
873.6093,2.31E-04,0.000399096,7.50181E-05,2.16E-04,0.000356208,1.05E-03
875.5378,6.06E-05,0.000594617,0.000121889,2.61E-04,4.56E-04,1.43E-03
877.4662,3.20E-04,6.57E-04,4.55274E-05,3.60E-04,2.88E-04,1.35E-03
879.3948,1.61E-04,3.22E-04,6.47E-05,3.92E-04,-4.21E-05,7.37E-04
881.3232,-4.38E-05,1.83E-04,1.71E-04,1.88E-04,-4.15E-04,1.26E-04
883.2518,3.15E-04,4.50E-06,-2.48E-05,1.91E-04,-2.28E-04,-5.70E-05
885.1802,4.77E-04,1.87E-05,-1.49E-04,4.48E-04,2.10E-04,5.28E-04
887.1088,6.01E-04,1.68E-05,-1.41E-04,3.38E-04,2.11E-04,4.25E-04
889.0372,6.53E-04,8.68E-05,-1.22E-04,2.14E-04,3.46E-05,2.14E-04
890.9658,5.31E-04,3.61E-04,2.21E-04,0.000274045,-2.15E-04,6.41E-04
892.8942,7.18E-04,2.22E-04,1.34E-04,0.00029633,-2.22E-04,4.29E-04
894.8227,8.36E-04,1.47E-04,-6.10807E-05,3.74E-04,1.67E-06,4.62E-04
896.7512,5.05E-04,2.20E-04,6.95675E-05,2.48E-04,2.76E-04,8.13E-04
898.6797,2.88E-04,1.32E-04,1.27E-04,4.61E-05,1.49E-04,4.55E-04
900.6082,2.59E-04,2.70E-04,1.53E-04,-2.55E-05,-6.54E-05,3.33E-04
902.5367,3.92E-04,2.58E-04,1.78E-04,9.69E-05,-1.07E-04,4.26E-04
904.4652,4.19E-04,-1.86E-05,0.000138572,1.40E-04,-2.96E-04,-3.58632E-05
906.3937,4.30E-04,-1.63E-04,1.18E-04,9.81E-05,-3.58E-04,-3.05E-04
908.3222,2.19E-04,-8.59E-05,-8.21E-05,-2.53E-04,-1.60E-04,-5.81E-04
910.2507,1.21E-04,1.24E-04,-1.16E-04,-4.28E-04,2.20E-04,-0.000200902
912.1792,3.93E-05,2.08E-04,6.27E-05,-2.01E-04,2.76E-04,0.000345826
914.1077,9.70E-05,0.000141016,-1.49E-05,-4.94E-05,2.47E-05,1.01E-04
916.0362,3.72E-04,3.09E-04,2.40E-06,-8.68E-06,5.51E-05,0.000358112
917.9647,6.09E-04,3.92E-04,-3.58E-05,-6.42E-05,9.28E-05,0.000384509
919.8932,7.99E-04,3.84E-04,-9.46E-05,7.24E-05,2.21E-05,0.000383717
921.8217,6.41E-04,2.15E-04,1.56E-04,2.21E-04,2.06E-04,0.000797996
923.7502,3.45E-04,4.37E-05,3.24E-04,6.03642E-05,3.43E-04,0.000771173
925.6786,1.71E-04,3.16E-05,2.20E-04,-1.08E-04,1.39E-04,0.000281671
927.6072,-1.21E-04,-5.02E-05,2.85E-04,-1.14E-04,-2.01E-05,1.00E-04
929.5356,-1.37E-04,-1.33E-04,5.59E-04,-8.01E-05,1.08E-04,4.53E-04
931.4642,-4.73E-05,8.29E-06,4.71E-04,1.72E-05,2.13E-04,0.000708872
933.3926,6.85E-05,1.61E-04,4.79E-04,2.90E-05,1.10E-04,0.000779853
935.3212,6.03E-06,2.58E-04,8.10E-04,1.01E-05,1.11E-04,0.001188514
937.2496,3.57E-04,2.10E-04,1.17E-03,-6.61E-05,1.72E-04,0.001481184
939.1782,7.00E-04,9.91E-05,1.35E-03,-1.35E-04,-4.10E-05,0.00127659
941.1066,0.000640626,-3.04E-05,1.34E-03,-9.31E-05,-1.48E-04,0.001070043
943.0352,0.000550998,-2.40E-04,1.63E-03,-4.50E-05,-6.29E-05,0.001286079
944.9636,6.16E-04,-1.83E-04,1.72E-03,-5.94E-06,2.64E-06,1.53E-03
946.8922,5.27E-04,2.82E-04,0.001501675,-5.42E-05,-4.84E-05,0.001680886
948.8206,8.80E-05,2.04E-04,0.001230525,-9.39E-05,-4.72E-05,0.001293478
950.7491,-1.73E-04,1.54E-04,1.14E-03,4.30E-05,2.04E-04,0.001542865
952.6776,-7.27E-05,1.78E-04,1.21E-03,2.39E-04,2.75E-04,1.90E-03
954.6061,7.22E-06,1.20E-04,1.14E-03,2.02E-04,2.48E-04,1.71E-03
956.5346,1.45E-04,-6.05E-06,1.11E-03,4.49E-05,2.84E-04,0.001429969
958.4631,1.17E-04,6.85E-05,0.001085454,-4.24E-05,1.74E-04,0.001285866
960.3916,1.96E-04,0.000306399,1.07E-03,-6.49E-05,1.03E-04,0.00141591
962.3201,0.00082877,0.000586439,0.001431447,-1.14E-04,1.90E-04,0.002093848
964.2486,0.001558584,0.000933616,0.001943485,-6.60E-05,7.86E-05,0.002889653
966.1771,0.002520264,0.001145415,0.002542028,4.49E-05,-2.15E-05,0.00371078
968.1056,0.003178779,0.001155503,0.002871644,1.27E-04,-1.90E-04,0.003964708
970.0341,0.002691992,0.001127163,0.002681766,3.07E-04,1.40E-05,0.004129811
971.9626,0.001632131,0.001172948,0.002042144,4.55E-04,1.40E-04,0.003810294
973.8911,0.000999514,0.001092333,0.001242347,2.97E-04,1.49E-04,0.002780014
975.8196,0.00122174,0.001112575,0.000899523,1.87E-04,-5.79E-05,0.002141702
977.7481,0.00144025,0.001372022,1.05E-03,2.38E-04,-1.59E-04,0.002502321
979.6766,0.001646576,0.001383912,0.001276328,3.52E-04,1.18E-04,0.003129598
981.6051,0.002007143,0.001429353,0.001290953,4.33E-04,1.70E-04,0.003323899
983.5336,0.002341229,0.001274578,0.001536122,4.96E-04,-8.59E-05,0.003220553
985.4621,0.002815818,0.001019522,0.001852981,5.82E-04,-1.98E-04,0.003256456
987.3906,0.00335784,0.001005741,0.00229283,9.83E-04,3.68E-05,0.004318602
989.3191,0.003651402,0.000927859,0.002839647,1.15E-03,6.60E-05,0.004986788
991.2476,0.003778229,0.000698227,0.003236908,1.13E-03,-8.70E-05,0.004981113
993.1761,0.003861215,4.92E-04,0.003397395,1.22E-03,-1.09E-04,0.00499595
995.1046,0.003660606,0.000521351,0.003144603,1.27E-03,6.45E-05,0.004995672
997.0331,0.003058363,0.000653466,0.002764389,9.93E-04,-1.39E-05,0.004396524
998.9615,0.002510296,0.000626698,0.002738663,6.41E-04,-5.90E-05,0.003947369
1000.89,0.002493285,0.000461223,0.002755827,4.17E-04,7.16E-05,0.003705193
1002.819,0.002670194,0.000543111,0.002590846,2.53E-04,1.22E-04,0.003508406
1004.747,0.002828059,0.000769624,0.002646433,1.47E-04,1.20E-04,0.003682976
1006.676,0.002909207,0.000940077,0.003008294,6.66E-05,-1.86E-06,0.004013065
1008.604,0.003293936,0.000874025,0.003467353,1.28E-04,-2.24E-05,0.00444676
1010.533,0.003988111,0.00099805,0.003890233,2.16E-04,-1.98E-05,0.005084643
1012.461,0.004777788,0.001367932,0.004366786,1.82E-04,-1.23E-04,0.005793546
1014.39,0.005280929,0.001452879,0.004502906,4.05E-04,-1.30E-04,0.00623092
1016.318,0.005957587,0.001409832,0.004825472,4.56E-04,-1.25E-04,0.006566824
1018.247,0.006988498,0.001602085,0.005432935,3.89E-04,-1.60E-05,0.007408279
1020.175,0.007995467,0.001609678,0.006277492,4.92E-04,1.55E-05,0.008394899
1022.104,0.009196997,0.001605309,0.007363588,5.36E-04,9.24E-05,0.009597711
1024.032,0.010798236,0.001863928,0.008727916,4.99E-04,1.56E-05,0.011105964
1025.961,0.011849247,0.002119696,0.009672997,4.39E-04,-9.61E-05,0.012135456
1027.889,0.011571726,0.002309644,0.00943368,4.30E-04,-5.40E-05,0.012119662
1029.818,0.010139246,0.002590584,0.008057137,5.12E-04,6.61E-05,0.011225506
1031.746,0.008196735,0.002858364,0.006013419,5.54E-04,6.26E-05,0.009488308
1033.675,0.006553446,0.003014356,0.004267158,4.43E-04,-9.20E-05,0.007632794
1035.603,0.005407255,0.00331367,0.003092336,1.90E-04,-8.85E-05,0.006507691
1037.531,0.004694728,0.003721069,0.002297359,1.93E-04,3.55E-05,0.006247249
1039.46,0.004143312,0.003819946,0.001994368,2.05E-04,-3.91E-06,0.006015066
1041.389,0.003845815,0.003784691,0.001758709,2.61E-04,-1.57E-04,0.005647067
1043.317,0.003663758,0.003759382,0.001421499,2.48E-04,-3.16E-04,0.00511246
1045.245,0.003801998,0.004075814,0.001163301,1.41E-04,-3.11E-04,0.005068812
1047.174,0.003835657,0.004482097,0.001124853,7.60E-05,-1.89E-04,0.005494455
1049.103,0.0039118,0.004844838,0.001092713,1.12E-04,-1.35E-04,0.00591485
1051.031,0.004486878,0.005234756,0.000894873,2.76E-04,-1.20E-04,0.006285807
1052.959,0.005292481,0.005670727,8.73E-04,3.92E-04,-3.52E-06,0.006931367
1054.888,0.006341592,0.006173566,9.28E-04,2.01E-04,3.21E-05,0.00733435
1056.817,0.007228062,0.006837181,0.000919444,2.30E-04,-3.54E-05,0.007951666
1058.745,0.008099951,0.00763007,0.000925719,4.88E-04,-1.99E-04,0.008843978
1060.673,0.00882868,0.008121184,0.001048716,6.24E-04,6.51E-05,0.009859168
1062.602,0.009473351,0.008295969,0.001257366,5.95E-04,2.12E-04,0.010361115
1064.531,0.009720271,0.008221439,0.001380554,6.20E-04,1.57E-04,0.010379118
1066.459,0.0097311,0.008129061,0.00147699,6.32E-04,2.38E-04,0.01047626
1068.387,0.009603009,0.007753846,0.00168876,3.78E-04,2.17E-04,0.010036778
1070.316,0.00888563,0.007247937,0.00171641,1.60E-04,4.79E-05,0.009172273
1072.245,0.00781424,0.006734534,0.001699775,1.98E-04,2.05E-05,0.008653038
1074.173,0.006968339,0.006204804,0.001846097,1.07E-04,1.26E-05,0.008170291
1076.101,0.006439118,0.005799986,0.001472003,-9.68E-05,1.72E-05,0.007192396
1078.03,0.006071188,0.005566937,9.50E-04,-1.26E-04,6.35E-05,0.00645426
1079.958,0.006102847,0.005542052,5.61E-04,-9.48E-05,-1.14E-04,0.005893468
1081.887,0.006140458,0.005703499,4.63E-04,-4.64E-05,-1.19E-04,0.006001046
1083.815,0.005831217,0.005965852,4.78E-04,-6.35E-05,-7.55E-05,0.00630529
1085.744,0.005355229,0.00605743,4.32E-04,-6.01E-05,-7.14E-06,0.006421829
1087.672,0.004967795,0.005707388,2.90E-04,-5.21E-05,1.18E-04,0.006063536
1089.601,0.004434016,0.005277626,1.32E-04,8.35E-05,2.16E-05,0.00551448
1091.529,0.003825364,0.00479731,2.23E-04,3.07E-05,-1.37E-05,0.005037401
1093.458,0.003391796,0.004298156,1.83E-04,-1.22E-04,-3.46E-05,0.004324594
1095.386,0.003048811,0.004007944,4.44E-05,-3.92E-05,-1.51E-04,0.003862416
1097.315,0.002785353,0.004001992,-4.45E-05,-5.79E-05,-1.17E-04,0.003782472
1099.243,0.002634719,0.003977212,-1.43E-04,-4.31E-05,-1.27E-04,0.003663696
1101.172,0.002727347,0.004115828,-1.42E-04,-8.20E-05,-1.07E-04,0.003784815
1103.1,0.002769271,0.004156786,-7.39E-05,-2.34E-04,-7.28E-05,0.003775975
1105.029,0.0025775,0.00396331,4.99E-05,-7.95E-06,-1.03E-04,0.003902215
1106.957,0.002500568,0.003671531,1.07E-05,-1.18E-05,4.69E-05,0.00371737
1108.886,0.002393751,0.003384938,8.73E-05,-2.19E-04,9.05E-05,0.003343967
1110.814,0.002124663,0.003138921,1.52E-04,-1.73E-04,1.10E-04,0.00322775
1112.743,0.001789847,0.002833713,5.08E-05,-1.43E-05,-5.11E-05,0.002819108
1114.671,0.001355573,0.002475009,-7.78E-06,9.26E-06,-2.26E-04,0.002250638
1116.6,0.001121221,0.00217021,5.25E-05,2.99E-07,-1.84E-04,0.002038549
1118.528,0.001176889,0.001926132,4.85E-05,6.03E-05,-6.70E-05,0.001967906
1120.457,0.001185062,0.001814794,-7.01E-05,-4.07E-05,-7.40E-05,0.001630071
1122.385,0.001159275,0.001883751,-2.38E-04,-3.39E-05,-6.68E-05,0.00154542
1124.314,0.001187612,0.001824349,-1.56E-04,7.34E-05,-5.01E-05,0.001691702
1126.242,0.001059335,0.001650834,2.41E-04,1.58E-04,-9.59E-05,0.001954202
1128.171,0.001024126,0.001544401,1.90E-04,1.03E-04,3.47E-05,0.001872096
1130.099,0.001231168,0.001756249,-9.43E-05,-2.57E-05,1.07E-04,0.001742855
1132.028,0.001455784,0.001828095,-8.45E-05,-1.16E-04,7.56E-05,0.00170283
1133.956,0.001637642,0.001663079,-3.51E-05,-6.29E-05,5.14E-05,0.001616376
1135.885,0.001818529,0.001715518,1.71E-05,5.56E-05,1.70E-04,0.001958492
1137.813,0.00210396,0.00172371,1.96E-05,1.60E-04,3.01E-04,0.002204094
1139.742,0.002261368,0.0016682,-2.05E-05,3.28E-04,3.75E-04,0.002350025
1141.67,0.002337575,0.001776916,2.75E-06,3.83E-04,3.31E-04,0.002493689
1143.599,0.002553764,0.001791675,1.55E-04,3.32E-04,3.12E-04,0.002590148
1145.527,0.002888387,0.001819629,7.89E-05,5.41E-04,3.42E-04,0.002781386
1147.456,0.003303046,0.001968684,-3.92E-05,7.93E-04,4.71E-04,0.003194213
1149.384,0.003621791,0.002015818,1.72E-04,9.07E-04,6.19E-04,0.00371417
1151.313,0.004069466,0.001941338,3.03E-04,1.10E-03,6.97E-04,0.004037986
1153.241,0.004650718,0.00204828,1.78E-04,1.42E-03,7.31E-04,0.004380629
1155.17,0.005103754,0.002089987,-2.04E-05,0.001784443,1.02E-03,0.004878402
1157.098,0.005685467,0.001995923,1.45E-04,0.002358776,1.22E-03,0.005721971
1159.027,0.006359207,0.001932482,3.17E-04,0.002976213,1.16E-03,0.006381323
1160.955,0.007294955,0.001992978,3.00E-04,0.00361929,1.16E-03,0.007068089
1162.884,0.008547216,0.002022878,4.01E-04,0.004566585,1.33E-03,0.008316225
1164.812,0.010154555,0.001988633,3.49E-04,0.005718619,1.54E-03,0.009596758
1166.741,0.012009445,0.001831411,1.47E-04,0.007307686,1.84E-03,0.011123054
1168.669,0.013980104,0.001754068,2.48E-04,0.009056531,2.03E-03,0.013091772
1170.598,0.015572235,0.001545082,5.10E-04,0.010394986,2.25E-03,0.014699827
1172.526,0.016107164,0.001341457,5.54E-04,0.010677301,2.57E-03,0.015140274
1174.455,0.015418854,0.001290202,6.18E-04,0.009701321,0.002801633,0.014411628
1176.383,0.014129623,0.001263444,0.000744435,0.008122324,0.003119501,0.013249704
1178.312,0.012873154,0.00133197,0.000972998,0.006423143,0.003372172,0.012100284
1180.24,0.012218973,0.001433596,0.001232929,0.005031155,0.003617684,0.011315364
1182.169,0.011984863,0.001334001,0.001542885,0.004195368,0.004003994,0.011076248
1184.097,0.012482202,0.001290101,0.001973277,0.003730516,0.004470525,0.011464419
1186.026,0.013358013,0.001317359,0.002581993,0.003469277,0.00503207,0.012400699
1187.954,0.014553581,0.001286973,0.003443525,0.00328607,0.005505897,0.013522465
1189.883,0.015991472,0.001202787,0.004407645,0.003167905,0.005926799,0.014705136
1191.811,0.017180201,0.001031569,0.005200275,0.003196809,0.006514293,0.015942946
1193.74,0.017689921,0.000945009,0.005558644,0.003098251,0.007067375,0.016669279
1195.668,0.01746015,0.000873758,0.005352473,0.002993236,0.007551629,0.016771096
1197.597,0.016956661,0.000788495,0.004518674,0.002885418,0.008129578,0.016322165
1199.525,0.01666909,0.000842649,0.00372188,0.002682238,0.008533953,0.01578072
1201.454,0.01657465,0.000848005,0.003254944,0.002744097,0.00885409,0.015701137
1203.382,0.016545249,0.000756632,0.002943195,0.003129571,0.009202314,0.016031712
1205.311,0.01687466,0.000610224,0.002694917,0.003491973,0.009399897,0.016197011
1207.239,0.017096699,0.000458884,0.002241016,0.00381521,0.009535024,0.016050135
1209.168,0.017114149,0.000500643,0.001804626,0.004280093,0.009770609,0.016355972
1211.096,0.017282858,0.000496098,0.001568874,0.00478126,0.009956575,0.016802807
1213.025,0.017562049,4.50E-04,0.001399227,0.005234015,0.010060987,0.0171445
1214.953,0.017754878,0.00065986,1.21E-03,0.005638671,0.010058471,0.017564393
1216.882,0.017953008,0.000672792,0.001060927,0.006019281,0.009914887,0.017667887
1218.81,0.018079067,0.000457866,0.000954434,0.006450753,0.009637722,0.017500775
1220.739,0.017852138,0.000592168,7.61E-04,0.006758211,0.009395124,0.017506046
1222.667,0.017407356,0.000806835,6.97E-04,0.00680886,0.009093893,0.017406927
1224.596,0.016832907,0.000868367,7.61E-04,0.00671668,0.00869498,0.017040626
1226.524,0.016165066,0.000919731,7.08E-04,0.006562777,0.008241991,0.01643291
1228.453,0.015407806,0.000973431,5.54E-04,0.006274531,0.007708539,0.015510371
1230.381,0.014678665,0.001016394,4.88E-04,0.005964231,0.007100158,0.014568566
1232.31,0.013879746,0.000992989,4.81E-04,0.005623604,0.006618862,0.013716502
1234.238,0.013191625,0.000999708,5.08E-04,0.005146652,0.006234574,0.012888438
1236.167,0.012654685,0.001105395,5.59E-04,0.004986653,0.005744816,0.012395537
1238.095,0.012197504,0.001202189,7.88E-04,0.004963915,0.005185738,0.012140255
1240.024,0.011731855,0.001221753,7.88E-04,0.005011808,0.004616428,0.011638053
1241.952,0.011329104,0.001245872,6.21E-04,0.005040784,0.004102672,0.01101057
1243.881,0.011067764,0.001316509,6.97E-04,0.00507644,0.003572578,0.010662076
1245.809,0.010947733,0.0012853,8.61E-04,0.005262424,0.003119129,0.010528039
1247.738,0.010895654,0.001197475,8.57E-04,0.005480242,0.002853669,0.010388813
1249.666,0.010783282,0.001116221,8.71E-04,0.005562385,0.002677928,0.010227055
1251.595,0.010521903,0.001090783,8.17E-04,0.005672755,2.44E-03,0.010022418
1253.523,0.010043632,0.001140804,6.82E-04,0.005745925,2.21E-03,0.009782102
1255.452,0.009468902,0.001276191,6.24E-04,0.005623973,1.85E-03,0.009375994
1257.38,0.008894341,0.001272033,4.92E-04,0.005458552,1.53E-03,0.008750003
1259.309,0.008318972,0.001281683,4.91E-04,0.005148556,1.17E-03,0.008096061
1261.237,0.007902361,0.001173308,5.86E-04,0.004820993,1.10E-03,0.007676487
1263.166,0.007634811,0.001160906,6.94E-04,0.004655275,1.06E-03,0.007573697
1265.094,0.007304644,0.001194367,6.69E-04,0.00443186,9.31E-04,0.007225799
1267.023,0.006964544,0.001100584,6.20E-04,0.004244651,8.48E-04,0.006813312
1268.951,0.006666152,0.001006423,5.89E-04,0.004146286,6.61E-04,0.006402589
1270.88,0.006326791,0.000953304,5.31E-04,0.003973765,5.87E-04,0.006044914
1272.808,0.006305696,0.000940675,5.33E-04,0.003751469,6.82E-04,0.005907449
1274.737,0.006320115,0.000945034,7.23E-04,0.003679407,6.23E-04,0.005969814
1276.665,0.006321674,0.000882351,9.33E-04,0.003677265,4.53E-04,0.00594545
1278.594,0.006423756,0.000816489,0.001243946,0.003661393,3.06E-04,0.006028294
1280.522,0.006608973,0.000745353,0.001701265,0.003634559,2.71E-04,0.006352525
1282.451,0.006841297,0.000723964,0.002023396,0.003604155,2.14E-04,0.006565749
1284.379,0.007107332,0.000732043,0.002217993,0.003457934,1.58E-04,0.006565919
1286.308,0.007096073,0.000715406,0.002340293,0.003246669,9.40E-05,0.006396357
1288.236,0.006896043,0.00067867,0.002304397,0.003147606,-1.60E-05,0.00611464
1290.165,0.006400906,0.000677648,0.002153168,0.003131568,-8.31E-05,0.005879267
1292.093,0.005943882,7.10E-04,0.001909402,0.003078353,-6.88E-05,0.005629251
1294.022,0.005528815,7.01E-04,1.53E-03,0.002899952,-9.91E-06,0.005120929
1295.95,0.005093085,0.000637111,1.13E-03,0.002754369,2.40E-05,0.004543687
1297.879,0.004698542,0.000689833,0.000709349,0.002800241,-2.14E-05,0.004177992
1299.807,0.004632345,0.000836719,0.000533469,0.002789223,7.18E-06,0.004166594
1301.736,0.004574825,0.000849685,5.73E-04,0.002743136,-4.33E-05,0.004122956
1303.664,0.004507654,0.00085092,5.83E-04,0.002597055,-3.01E-05,0.004001275
1305.593,0.004395077,0.000844879,4.59E-04,0.002503411,2.28E-05,0.003829857
1307.521,0.004290901,0.000814746,3.90E-04,0.002591775,2.89E-05,0.003825135
1309.45,0.004352266,0.000969282,4.47E-04,0.002552881,6.50E-05,0.00403388
1311.378,0.004523388,0.000944856,5.25E-04,0.002439729,4.67E-05,0.00395632
1313.307,0.00459809,0.000784863,5.74E-04,0.002392394,1.65E-05,0.00376762
1315.235,0.004511605,0.000791746,5.65E-04,0.002431428,-8.98E-06,0.003779557
1317.164,0.004455014,0.000918917,5.28E-04,0.002589379,9.24E-05,0.004128322
1319.092,0.004635491,0.000841197,4.65E-04,0.002758544,0.000102252,0.004167219
1321.021,0.004817519,0.00082685,4.83E-04,0.002694709,3.03E-05,0.004034828
1322.949,0.005085031,0.000973502,5.18E-04,0.002620949,1.22E-04,0.004234463
1324.878,0.005253768,0.000958119,5.00E-04,0.002641706,2.62E-04,0.004361962
1326.806,0.005327617,0.001003391,5.12E-04,0.002699649,3.23E-04,0.004537742
1328.735,0.005390502,0.001135338,6.30E-04,0.002850539,3.73E-04,0.004988684
1330.663,0.005737059,0.00117125,7.28E-04,0.003074178,3.76E-04,0.005349912
1332.592,0.006318191,0.001184189,7.54E-04,0.003143981,4.32E-04,0.005513944
1334.52,0.006741822,0.001257914,8.53E-04,0.00317879,4.55E-04,0.005744737
1336.449,0.007111294,0.001243784,1.11E-03,0.003321014,5.11E-04,0.006190214
1338.377,0.007575652,0.001181139,1.44E-03,0.003549107,5.81E-04,0.006749222
