Wavenumber,0.0252,0.0503,0.1006,0.2012,0.3019,0.4025,0.5031
850.4539,0.00E+00,0,0,0,0,0,0
852.3823,-2.32E-04,-4.88E-05,-4.38E-06,1.30E-04,-4.75E-05,-3.99E-04,1.91E-04
854.3108,-2.44E-04,2.96E-04,3.46E-04,2.31E-04,-7.49E-05,-4.44E-04,2.18E-04
856.2393,-4.12E-04,3.04E-04,3.47E-04,8.95E-05,-1.60E-04,-2.48E-05,2.29E-04
858.1677,-4.55E-04,-4.10E-05,2.44E-05,-1.52E-05,-3.08E-04,4.28E-04,4.30E-04
860.0962,-9.26E-05,-7.51E-05,-8.01E-05,1.12E-04,-2.48E-04,5.30E-04,7.16E-04
862.0247,1.97E-05,1.10E-04,-5.11E-05,1.83E-04,1.21E-04,3.16E-04,5.34E-04
863.9531,-1.47E-04,1.41E-04,3.01E-05,3.55E-04,3.57E-04,-2.48E-04,2.90E-04
865.8816,1.94E-04,2.03E-04,1.18E-04,4.97E-04,3.80E-04,-4.71E-04,6.45E-06
867.8101,3.64E-04,1.17E-04,1.02E-05,1.45E-04,2.59E-04,-3.25E-04,-2.84E-04
869.7385,2.26E-04,-4.06E-05,-1.45E-04,-2.88E-05,1.31E-04,-4.77E-04,-3.15E-04
871.667,1.41E-04,1.86E-05,8.86E-05,3.58E-05,-2.98E-04,-1.92E-04,-2.63E-04
873.5955,5.89E-05,1.75E-04,-5.43E-05,-1.23E-04,-4.95E-04,1.93E-04,-1.01E-04
875.5239,9.93E-05,3.45E-04,-2.47E-04,-3.26E-04,-1.05E-04,1.31E-04,3.08E-04
877.4524,3.45E-04,3.81E-04,-1.19E-04,-3.13E-04,-1.11E-04,1.27E-04,3.39E-04
879.3809,3.29E-04,2.20E-04,4.75E-05,-1.10E-04,1.36E-04,4.58E-04,1.72E-04
881.3093,2.98E-04,1.01E-04,1.53E-04,4.88E-05,4.67E-05,2.50E-04,5.39E-05
883.2378,3.23E-04,2.76E-04,7.33E-05,1.36E-04,-2.00E-04,2.32E-04,-4.07E-05
885.1663,2.18E-04,1.94E-04,4.37E-05,1.14E-04,2.11E-04,1.43E-04,2.46E-05
887.0947,-3.72E-05,4.63E-05,2.94E-04,-5.80E-05,3.97E-04,-1.68E-04,4.38E-05
889.0232,-4.00E-05,-1.60E-04,3.54E-04,1.72E-04,3.45E-04,-4.47E-04,1.03E-04
890.9517,1.80E-05,-3.31E-04,-1.36E-04,4.79E-04,-1.04E-05,-2.82E-04,6.04E-04
892.8801,-8.21E-05,-4.34E-04,-2.72E-04,4.31E-04,-1.87E-04,-8.78E-05,5.26E-04
894.8085,-4.67E-04,-2.90E-04,-9.34E-05,2.85E-04,-3.08E-04,-2.17E-04,4.92E-05
896.737,-4.80E-04,-5.70E-06,-1.15E-04,-2.86E-05,-3.64E-04,-2.65E-04,-1.71E-04
898.6655,-1.13E-05,1.37E-04,-1.61E-04,-1.88E-04,4.29E-06,-3.46E-05,-3.45E-04
900.5939,2.39E-04,1.04E-04,-1.46E-04,-8.40E-05,3.22E-04,6.35E-05,-2.55E-04
902.5224,1.64E-04,-1.21E-04,-1.88E-04,-9.36E-05,2.92E-04,2.02E-04,1.01E-04
904.4509,-1.05E-04,-4.36E-05,1.94E-05,-1.61E-04,1.08E-04,2.61E-04,-3.73E-04
906.3793,-4.41E-04,8.41E-05,3.37E-04,-1.45E-04,3.13E-05,1.82E-04,-7.81E-04
908.3078,-4.30E-04,7.02E-05,3.00E-04,-1.59E-04,3.39E-06,-1.19E-05,-5.16E-04
910.2363,-1.90E-04,-1.05E-04,7.63E-05,-7.86E-05,-2.29E-04,9.98E-05,4.17E-05
912.1647,-1.01E-04,-6.27E-05,-5.06E-06,1.17E-04,-3.08E-04,6.82E-05,2.96E-04
914.0932,-6.29E-05,1.58E-04,-2.00E-05,2.20E-05,-1.14E-04,3.22E-05,3.19E-05
916.0217,-1.40E-04,1.85E-04,-8.87E-05,-1.03E-04,-3.05E-05,3.55E-06,-1.85E-04
917.9501,-2.59E-04,2.04E-04,-6.04E-05,3.68E-05,-4.68E-04,-1.18E-05,-3.00E-04
919.8786,8.37E-05,2.16E-04,1.71E-04,1.36E-04,-3.73E-04,1.16E-04,-1.67E-04
921.8071,1.52E-04,7.41E-05,1.12E-04,-3.36E-07,-1.47E-04,2.76E-04,2.46E-04
923.7355,1.16E-04,-2.57E-04,1.74E-05,-2.66E-04,-5.04E-05,1.14E-04,3.53E-04
925.664,2.35E-04,-2.20E-04,1.43E-04,-2.56E-04,1.38E-04,9.95E-06,3.37E-04
927.5925,1.28E-04,-1.64E-04,3.84E-04,-2.21E-04,1.15E-04,1.91E-04,4.59E-04
929.5209,-2.01E-05,-2.29E-04,4.98E-04,2.33E-05,2.61E-04,2.56E-04,7.38E-04
931.4494,-1.57E-04,4.11E-05,4.89E-04,2.59E-04,3.44E-04,4.76E-04,9.08E-04
933.3779,-6.72E-05,3.07E-04,6.67E-04,7.68E-05,4.89E-04,9.59E-04,0.00104
935.3063,-1.09E-05,3.77E-04,6.60E-04,2.07E-04,8.73E-04,0.00141,0.00151
937.2348,-1.50E-04,3.40E-04,3.28E-04,8.03E-04,0.00127,0.00169,0.00193
939.1633,-1.45E-04,2.17E-04,1.38E-04,0.0011,0.0016,0.00189,0.00246
941.0917,1.10E-04,1.24E-04,2.74E-04,9.05E-04,0.00155,0.00209,0.00279
943.0202,2.78E-04,1.63E-04,5.26E-04,9.97E-04,0.00147,0.00204,0.00262
944.9487,1.18E-04,2.52E-04,7.48E-04,0.00126,0.00151,0.00194,0.00274
946.8771,4.87E-05,2.29E-04,8.76E-04,0.00122,0.00149,0.00199,0.00284
948.8056,-1.55E-04,3.60E-04,5.81E-04,9.66E-04,0.00144,0.00192,0.00265
950.7341,-1.85E-04,4.23E-04,3.94E-04,7.73E-04,0.00109,0.00187,0.00237
952.6625,1.44E-04,2.38E-04,5.37E-04,5.86E-04,0.00109,0.00165,0.00221
954.591,4.51E-04,2.47E-04,5.01E-04,5.88E-04,0.00159,0.00161,0.00223
956.5195,3.00E-04,4.61E-04,5.31E-04,6.41E-04,0.00163,0.00179,0.0022
958.4479,2.32E-05,6.48E-04,6.63E-04,5.51E-04,0.00131,0.00177,0.00211
960.3764,-1.58E-05,6.40E-04,7.39E-04,6.48E-04,0.00119,0.00158,0.00234
962.3049,3.99E-05,4.42E-04,6.80E-04,0.00106,0.00156,0.0019,0.00302
964.2333,3.05E-04,3.50E-04,8.70E-04,0.0015,0.00214,0.00284,0.0041
966.1618,2.65E-04,3.54E-04,0.00109,0.00206,0.00285,0.00409,0.00532
968.0903,6.18E-05,4.62E-04,0.00133,0.00234,0.00352,0.00487,0.00606
970.0187,7.43E-05,2.60E-04,0.00121,0.00199,0.00325,0.00425,0.00537
971.9472,-5.75E-05,-5.01E-07,6.96E-04,0.0014,0.00216,0.0028,0.00363
973.8757,-1.17E-04,1.00E-04,4.97E-04,7.84E-04,0.00141,0.00164,0.00266
975.8041,-1.06E-04,2.78E-04,4.44E-04,5.94E-04,0.00117,0.00131,0.00234
977.7326,-2.20E-04,9.94E-05,3.62E-04,6.09E-04,0.0011,0.00123,0.00212
979.6611,-2.30E-04,-3.64E-05,3.83E-04,3.92E-04,0.00109,0.00142,0.00236
981.5895,1.12E-04,1.02E-04,4.80E-04,5.43E-04,0.00116,0.00173,0.00271
983.518,3.14E-04,4.54E-04,6.54E-04,9.91E-04,0.00159,0.00209,0.00315
985.4465,1.53E-04,6.28E-04,7.41E-04,0.00141,0.00218,0.00292,0.00383
987.3749,4.78E-05,7.06E-04,0.00104,0.00165,0.00249,0.0037,0.00495
989.3034,1.58E-04,6.64E-04,0.00126,0.00208,0.00304,0.00416,0.00601
991.2319,3.21E-04,5.18E-04,0.00133,0.00238,0.00359,0.00476,0.00676
993.1603,4.15E-04,5.17E-04,0.00143,0.00261,0.0039,0.00518,0.00687
995.0888,3.26E-04,4.37E-04,0.00126,0.00261,0.00392,0.00512,0.00651
997.0173,1.40E-04,5.05E-04,0.00107,0.00224,0.00367,0.00467,0.00592
998.9457,2.12E-06,7.16E-04,0.00105,0.00211,0.00343,0.00425,0.00555
1000.874,7.03E-06,6.37E-04,0.00108,0.00208,0.00319,0.00408,0.00533
1002.803,1.75E-04,4.02E-04,0.00108,0.00207,0.00305,0.00415,0.00524
1004.731,1.88E-04,3.70E-04,0.0012,0.00232,0.00329,0.00431,0.00556
1006.66,5.57E-05,5.96E-04,0.00116,0.0024,0.00372,0.00457,0.00597
1008.588,3.43E-04,8.01E-04,0.00123,0.00237,0.00412,0.00509,0.00643
1010.517,3.99E-04,8.52E-04,0.00161,0.00275,0.00459,0.00567,0.00716
1012.445,3.73E-04,9.25E-04,0.00192,0.0033,0.00518,0.00625,0.00841
1014.373,6.03E-04,0.00101,0.00203,0.00376,0.00559,0.00698,0.00983
1016.302,5.73E-04,0.00115,0.0021,0.00438,0.00612,0.00782,0.01085
1018.23,4.28E-04,0.0012,0.00237,0.00496,0.00709,0.00904,0.012
1020.159,4.12E-04,0.00128,0.00277,0.00541,0.00808,0.01062,0.01373
1022.087,6.30E-04,0.00159,0.00317,0.00604,0.00911,0.01236,0.01603
1024.016,9.08E-04,0.00191,0.00376,0.00699,0.01072,0.01438,0.01863
1025.944,1.08E-03,0.00223,0.00406,0.00776,0.01201,0.01588,0.02049
1027.873,1.02E-03,0.00228,0.00385,0.0077,0.01168,0.0154,0.01985
1029.801,7.50E-04,0.00171,0.0034,0.00638,0.00982,0.01299,0.01645
1031.73,4.83E-04,0.00112,0.00269,0.00458,0.00747,0.00984,0.01223
1033.658,4.10E-04,8.88E-04,0.00186,0.0032,0.00545,0.00694,0.00875
1035.587,4.17E-04,8.35E-04,0.00152,0.00228,0.00407,0.00491,0.00642
1037.515,2.29E-04,7.84E-04,0.0013,0.00196,0.00303,0.00364,0.00502
1039.444,2.40E-04,7.02E-04,8.45E-04,0.00163,0.00221,0.00288,0.00404
1041.372,3.77E-04,6.28E-04,5.84E-04,0.00138,0.00184,0.00252,0.00349
1043.301,4.25E-04,5.51E-04,3.92E-04,0.00119,0.00181,0.0022,0.00325
1045.229,1.74E-04,4.77E-04,2.90E-04,0.00107,0.00144,0.00173,0.00287
1047.157,-7.55E-05,2.65E-04,3.99E-04,8.08E-04,0.00109,0.00131,0.00235
1049.086,1.99E-04,2.14E-04,3.25E-04,8.21E-04,0.0012,0.00121,0.00202
1051.014,3.40E-04,3.93E-04,1.88E-04,8.78E-04,0.00121,0.00106,0.00172
1052.943,3.28E-04,3.89E-04,2.46E-04,7.33E-04,0.00118,9.50E-04,0.00156
1054.871,3.13E-04,3.65E-04,3.79E-04,7.18E-04,0.00137,0.0011,0.00172
1056.8,2.40E-04,3.58E-04,5.34E-04,8.49E-04,0.00141,0.00115,0.00188
1058.728,1.13E-04,4.38E-04,4.39E-04,7.87E-04,0.00148,0.00124,0.00199
1060.657,1.25E-04,4.17E-04,3.32E-04,8.95E-04,0.00154,0.00155,0.00212
1062.585,2.16E-04,4.58E-04,2.87E-04,0.00114,0.0015,0.00175,0.00244
1064.514,3.47E-05,3.10E-04,3.00E-04,0.00117,0.00149,0.00221,0.00281
1066.442,-1.22E-04,2.07E-04,5.70E-04,0.00121,0.00167,0.00257,0.00323
1068.371,-1.71E-04,3.34E-04,7.41E-04,0.00126,0.00188,0.00246,0.00364
1070.299,-9.69E-05,5.09E-04,8.41E-04,0.00127,0.00204,0.00248,0.0036
1072.228,7.62E-05,4.92E-04,6.44E-04,0.00112,0.0019,0.00242,0.00334
1074.156,2.34E-04,4.59E-04,4.05E-04,0.00105,0.00171,0.00204,0.00303
1076.084,2.78E-04,5.22E-04,3.58E-04,9.74E-04,0.00149,0.00168,0.00238
1078.013,8.68E-05,3.08E-04,4.27E-04,7.48E-04,0.0012,0.00121,0.00165
1079.941,2.31E-04,1.95E-04,3.70E-04,6.11E-04,9.03E-04,8.68E-04,0.00124
1081.87,4.32E-04,3.14E-04,2.91E-04,4.67E-04,7.51E-04,6.04E-04,0.00115
1083.798,3.15E-04,2.95E-04,3.51E-04,2.95E-04,6.22E-04,5.17E-04,9.55E-04
1085.727,1.49E-04,1.80E-04,2.25E-04,1.51E-04,4.88E-04,4.50E-04,7.15E-04
1087.655,5.57E-04,-1.42E-04,-2.02E-04,1.72E-04,3.10E-04,3.29E-04,3.26E-04
1089.584,1.09E-03,-5.70E-04,-4.11E-04,2.19E-04,1.74E-04,3.83E-04,-8.50E-06
1091.512,1.60E-04,-1.01E-04,1.83E-04,-2.25E-05,1.02E-05,6.28E-05,-6.40E-05
1093.441,-4.71E-04,1.88E-04,2.77E-04,8.48E-05,-4.29E-05,-1.65E-04,8.87E-05
1095.369,-2.82E-04,8.35E-05,2.16E-04,2.18E-04,5.52E-05,-1.01E-04,7.58E-05
1097.298,-5.84E-05,3.00E-05,1.17E-04,2.47E-04,-1.38E-05,2.37E-05,-5.72E-05
1099.226,5.26E-05,-3.74E-05,-1.10E-04,2.84E-04,-1.64E-04,2.14E-04,-7.11E-05
1101.155,-6.39E-05,-1.27E-04,-2.37E-04,4.04E-04,-2.81E-05,2.29E-04,1.17E-04
1103.083,-6.48E-05,-2.06E-04,-7.45E-05,1.79E-04,1.59E-04,1.23E-04,1.07E-04
1105.011,1.02E-04,1.15E-05,8.66E-05,9.39E-06,1.48E-04,1.50E-04,-5.88E-05
1106.94,2.02E-04,7.61E-05,9.60E-05,9.01E-05,2.26E-05,5.86E-05,6.66E-05
1108.868,1.98E-04,2.74E-05,-1.46E-04,4.30E-05,9.18E-05,-3.22E-05,7.60E-05
1110.797,5.11E-05,-8.82E-05,-9.97E-05,1.61E-04,1.85E-04,1.18E-04,-4.20E-05
1112.725,-2.00E-05,-9.51E-05,1.93E-04,9.98E-05,4.48E-05,-9.54E-06,-1.23E-04
1114.654,4.16E-05,1.14E-04,2.97E-04,-1.59E-04,-4.60E-05,-8.61E-05,-3.47E-05
1116.582,5.75E-05,1.93E-04,1.69E-05,-1.46E-04,-1.27E-04,-1.15E-04,-3.99E-05
1118.511,-4.84E-05,1.76E-04,-2.56E-05,1.09E-04,-1.29E-04,-2.29E-05,-2.54E-04
1120.439,-1.48E-06,7.75E-05,1.59E-04,1.24E-04,1.24E-05,-6.25E-05,-4.01E-04
1122.368,1.07E-04,-1.66E-04,8.69E-05,-2.37E-04,1.85E-06,-4.52E-05,-1.66E-04
1124.296,1.51E-04,-8.67E-05,-3.55E-05,-3.12E-04,-7.01E-05,-5.45E-05,7.72E-05
1126.225,6.77E-05,-2.05E-05,3.35E-05,-1.23E-05,-5.69E-06,-3.41E-05,5.68E-05
1128.153,-9.72E-05,-4.80E-05,1.55E-04,1.93E-04,1.26E-04,-3.07E-05,-6.61E-05
1130.082,-1.13E-04,1.45E-04,9.18E-05,2.49E-04,1.81E-04,-5.79E-05,-1.03E-04
1132.01,-2.49E-05,2.30E-04,-1.27E-04,3.69E-04,3.42E-05,-5.29E-05,3.04E-06
1133.938,1.03E-04,2.22E-04,-1.42E-04,2.45E-04,-1.81E-05,-5.65E-05,1.82E-04
1135.867,3.34E-05,1.67E-04,8.06E-05,7.53E-05,1.67E-04,-8.31E-05,2.89E-04
1137.795,2.96E-05,3.04E-05,2.30E-04,-2.40E-05,1.67E-04,-1.29E-04,3.17E-04
1139.724,5.53E-05,-5.11E-05,9.24E-05,5.20E-05,2.34E-04,2.44E-05,3.01E-04
1141.652,-1.28E-04,4.87E-05,-6.20E-05,2.59E-04,3.31E-04,1.51E-04,2.96E-04
1143.581,-2.19E-04,5.12E-05,-3.38E-05,3.27E-04,2.12E-04,5.03E-05,9.87E-05
1145.509,-3.97E-05,5.28E-05,1.20E-04,2.23E-04,2.51E-04,-1.21E-05,-1.14E-05
1147.438,1.37E-05,4.94E-05,3.22E-04,1.52E-04,3.11E-04,-1.63E-05,1.60E-04
1149.366,-4.20E-05,2.12E-05,3.15E-04,1.97E-04,2.02E-04,6.24E-05,2.93E-04
1151.295,7.38E-05,1.30E-04,3.89E-04,2.17E-04,1.87E-04,1.71E-04,2.81E-04
1153.223,2.72E-04,2.96E-05,4.52E-04,1.04E-04,2.71E-04,1.86E-04,2.65E-04
1155.152,3.72E-04,-1.89E-04,4.16E-04,7.35E-05,3.94E-04,3.73E-04,4.15E-04
1157.08,2.26E-04,-1.72E-04,3.36E-04,2.21E-04,5.49E-04,5.36E-04,5.48E-04
1159.009,-2.93E-05,3.32E-05,2.23E-04,2.78E-04,6.21E-04,5.12E-04,5.15E-04
1160.937,-3.52E-05,1.61E-04,1.93E-04,1.77E-04,6.58E-04,6.95E-04,6.15E-04
1162.865,6.33E-05,6.48E-05,2.10E-04,1.96E-04,5.90E-04,7.69E-04,8.14E-04
1164.794,5.25E-05,1.24E-05,1.35E-04,1.75E-04,4.95E-04,6.66E-04,8.89E-04
1166.722,1.00E-04,1.07E-04,1.62E-04,3.39E-04,6.68E-04,6.32E-04,9.13E-04
1168.651,1.00E-04,2.38E-04,3.06E-04,3.69E-04,8.00E-04,6.55E-04,9.56E-04
1170.579,-3.92E-05,1.11E-04,4.56E-04,3.69E-04,8.03E-04,7.88E-04,0.00106
1172.508,-8.27E-05,-8.28E-05,4.25E-04,4.85E-04,7.05E-04,9.73E-04,0.00132
1174.436,-9.86E-06,-3.39E-06,3.45E-04,7.10E-04,6.84E-04,0.00121,0.00171
1176.365,8.15E-05,1.47E-04,3.44E-04,7.94E-04,9.27E-04,0.00161,0.00197
1178.293,2.49E-04,2.11E-04,3.55E-04,8.40E-04,0.0014,0.00196,0.00223
1180.222,2.88E-04,3.73E-04,5.52E-04,8.77E-04,0.0019,0.0023,0.00261
1182.15,3.45E-04,4.10E-04,7.85E-04,0.0011,0.00218,0.00283,0.00329
1184.079,4.07E-04,4.96E-04,9.19E-04,0.00149,0.00262,0.00364,0.00445
1186.007,3.89E-04,6.65E-04,0.00116,0.00195,0.00328,0.00469,0.00583
1187.936,3.21E-04,8.44E-04,0.00157,0.00261,0.00428,0.00602,0.00738
1189.864,3.09E-04,9.05E-04,0.00182,0.00343,0.00545,0.00754,0.00907
1191.792,4.20E-04,9.42E-04,0.00217,0.00414,0.00659,0.00881,0.01066
1193.721,5.70E-04,0.00107,0.00241,0.00453,0.00711,0.0092,0.01136
1195.649,5.36E-04,0.00111,0.00236,0.00446,0.00661,0.00869,0.0108
1197.578,4.75E-04,9.32E-04,0.00199,0.00392,0.00556,0.00764,0.00942
1199.506,3.57E-04,8.31E-04,0.00167,0.00322,0.00474,0.00653,0.00796
1201.435,1.94E-04,6.79E-04,0.00155,0.00267,0.00414,0.00549,0.00682
1203.363,2.91E-04,4.55E-04,0.00141,0.00231,0.00366,0.00487,0.00594
1205.292,3.41E-04,4.02E-04,0.00121,0.00209,0.00335,0.00448,0.00529
1207.22,3.21E-04,4.68E-04,0.00104,0.00178,0.00268,0.00376,0.00445
1209.149,3.55E-04,3.93E-04,8.74E-04,0.00139,0.00201,0.00291,0.00357
1211.077,2.59E-04,2.90E-04,7.33E-04,0.00116,0.00152,0.00245,0.00291
1213.006,1.49E-04,1.93E-04,6.14E-04,0.00112,0.00118,0.00222,0.00247
1214.934,1.25E-04,9.45E-05,5.00E-04,9.45E-04,0.00114,0.00191,0.00204
1216.863,2.78E-05,1.37E-04,3.80E-04,6.77E-04,0.00111,0.00154,0.00183
1218.791,6.37E-05,1.08E-04,4.04E-04,5.99E-04,9.80E-04,0.00131,0.00164
1220.719,1.20E-04,1.06E-04,5.33E-04,5.18E-04,8.95E-04,0.00122,0.00138
1222.648,8.45E-05,1.01E-04,4.68E-04,4.50E-04,8.07E-04,0.00122,0.00109
1224.576,8.31E-05,1.74E-04,3.69E-04,3.33E-04,7.09E-04,0.00108,0.00105
1226.505,1.27E-04,1.99E-04,3.20E-04,2.53E-04,6.95E-04,9.47E-04,9.98E-04
1228.433,4.23E-05,3.31E-04,3.31E-04,3.15E-04,6.21E-04,8.49E-04,9.89E-04
1230.362,7.26E-05,4.01E-04,2.67E-04,3.09E-04,5.25E-04,7.15E-04,0.00101
1232.29,1.27E-04,2.30E-04,2.29E-04,2.89E-04,4.84E-04,7.74E-04,9.30E-04
1234.219,-6.63E-05,1.52E-04,2.47E-04,2.72E-04,5.88E-04,8.82E-04,9.88E-04
1236.147,-1.77E-04,2.00E-04,2.73E-04,2.99E-04,6.15E-04,7.47E-04,0.00115
1238.076,-1.24E-04,3.54E-05,2.81E-04,3.75E-04,7.25E-04,7.43E-04,0.00115
1240.004,-3.77E-05,-4.19E-05,2.48E-04,3.98E-04,9.13E-04,9.44E-04,0.0011
1241.933,-7.60E-05,2.72E-05,2.39E-04,3.85E-04,8.67E-04,0.00108,0.0012
1243.861,-8.38E-05,1.16E-04,2.04E-04,5.65E-04,8.94E-04,0.00108,0.00143
1245.79,9.44E-05,8.72E-05,3.19E-04,7.13E-04,0.00101,0.00106,0.00164
1247.718,2.42E-04,8.21E-05,3.50E-04,6.65E-04,9.23E-04,0.00111,0.00158
1249.646,1.48E-04,1.32E-04,3.86E-04,6.87E-04,7.59E-04,0.00117,0.00139
1251.575,3.32E-05,1.13E-04,4.74E-04,6.68E-04,7.81E-04,0.00104,0.0013
1253.503,1.64E-05,5.37E-05,3.83E-04,5.32E-04,8.64E-04,8.19E-04,0.00137
1255.432,1.02E-04,6.82E-05,3.43E-04,4.25E-04,7.60E-04,8.60E-04,0.00123
1257.36,6.32E-05,-6.50E-05,3.84E-04,3.76E-04,5.59E-04,9.42E-04,0.00102
1259.289,1.67E-05,-1.30E-04,3.83E-04,3.79E-04,4.98E-04,8.92E-04,0.00104
1261.217,-3.59E-06,9.28E-05,3.91E-04,5.00E-04,5.46E-04,7.99E-04,0.00101
1263.146,3.90E-06,1.54E-04,3.57E-04,5.42E-04,5.67E-04,9.15E-04,9.40E-04
1265.074,-2.45E-05,1.17E-04,3.32E-04,5.58E-04,5.77E-04,0.001,9.19E-04
1267.003,-2.90E-05,1.05E-04,3.95E-04,5.40E-04,5.38E-04,9.25E-04,8.76E-04
1268.931,8.54E-05,4.99E-05,3.49E-04,4.54E-04,5.92E-04,9.26E-04,0.00101
1270.86,1.07E-04,-8.03E-06,3.06E-04,4.31E-04,7.71E-04,9.88E-04,0.00125
1272.788,1.91E-05,1.50E-05,4.47E-04,4.36E-04,9.44E-04,0.00112,0.00145
1274.717,-2.69E-05,2.35E-04,5.77E-04,5.36E-04,0.00111,0.00128,0.00171
1276.645,7.12E-05,2.10E-04,6.24E-04,7.19E-04,0.0013,0.00156,0.00209
1278.573,1.29E-04,1.12E-04,6.38E-04,9.95E-04,0.00163,0.00216,0.00266
1280.502,6.21E-05,2.75E-04,7.06E-04,0.00133,0.00196,0.00275,0.00338
1282.43,4.81E-06,4.44E-04,9.00E-04,0.00161,0.00229,0.00323,0.00391
1284.359,1.76E-04,5.08E-04,0.00107,0.00169,0.00269,0.00365,0.00435
1286.287,3.01E-04,5.14E-04,0.00101,0.00177,0.0028,0.0039,0.0046
1288.216,3.56E-04,5.26E-04,9.57E-04,0.00181,0.0027,0.00385,0.00441
1290.144,3.06E-04,4.92E-04,9.69E-04,0.00157,0.00238,0.00339,0.00405
1292.073,1.85E-04,2.47E-04,8.27E-04,0.00123,0.00191,0.00281,0.00336
1294.001,1.50E-04,1.51E-04,6.87E-04,0.00105,0.00153,0.00231,0.0026
1295.93,1.71E-04,2.26E-04,5.83E-04,9.16E-04,0.0013,0.00187,0.00201
1297.858,8.90E-05,3.06E-04,4.08E-04,7.19E-04,0.00103,0.00139,0.00171
1299.787,1.48E-04,2.67E-04,3.63E-04,5.80E-04,7.09E-04,0.0011,0.00135
1301.715,2.31E-04,2.49E-04,3.86E-04,4.45E-04,5.87E-04,8.78E-04,0.00111
1303.644,8.59E-05,1.66E-04,3.39E-04,2.82E-04,5.48E-04,7.62E-04,9.71E-04
1305.572,3.55E-05,-1.27E-05,3.56E-04,3.20E-04,4.80E-04,7.63E-04,9.04E-04
1307.5,1.13E-04,-1.43E-04,3.64E-04,3.51E-04,4.43E-04,8.32E-04,9.41E-04
1309.429,1.23E-04,-9.86E-05,2.62E-04,3.80E-04,4.38E-04,7.78E-04,8.68E-04
1311.357,1.02E-04,1.06E-04,1.90E-04,4.64E-04,4.41E-04,7.27E-04,8.08E-04
1313.286,-3.97E-05,1.77E-04,2.74E-04,4.55E-04,4.94E-04,7.63E-04,9.01E-04
1315.214,-7.08E-05,1.68E-04,2.83E-04,4.37E-04,5.11E-04,7.25E-04,9.12E-04
1317.143,-2.11E-05,2.78E-04,2.93E-04,4.84E-04,5.22E-04,7.94E-04,9.36E-04
1319.071,-8.16E-05,3.37E-04,3.06E-04,4.46E-04,5.79E-04,8.78E-04,0.0012
1321,-1.23E-04,1.87E-04,3.00E-04,3.58E-04,6.74E-04,8.62E-04,0.00126
1322.928,2.57E-05,-4.02E-06,3.04E-04,3.46E-04,6.40E-04,8.13E-04,0.00108
1324.857,3.46E-05,-8.41E-05,3.10E-04,4.98E-04,5.92E-04,7.30E-04,0.00105
1326.785,-6.60E-05,4.04E-05,4.09E-04,4.87E-04,5.74E-04,8.10E-04,0.001
1328.714,-9.10E-05,1.84E-04,3.75E-04,4.25E-04,4.90E-04,0.00104,0.00112
1330.642,-9.88E-05,3.21E-05,4.65E-04,5.75E-04,6.95E-04,0.00124,0.00136
1332.571,1.06E-06,-9.05E-05,6.54E-04,8.17E-04,9.92E-04,0.00133,0.00155
1334.499,4.07E-05,5.06E-05,6.65E-04,9.30E-04,0.00109,0.00152,0.00191
1336.427,1.60E-04,2.06E-04,5.09E-04,0.00102,0.00127,0.00191,0.00226
1338.356,2.14E-04,2.72E-04,5.01E-04,0.00112,0.00142,0.00224,0.00252
1340.284,1.42E-04,3.86E-04,6.26E-04,0.00126,0.00161,0.00249,0.00271
1342.213,6.85E-05,3.99E-04,6.40E-04,0.00127,0.00161,0.00239,0.00262
1344.141,1.01E-04,2.59E-04,7.31E-04,0.00103,0.00139,0.00201,0.00243
1346.07,1.98E-04,1.87E-04,6.60E-04,7.76E-04,0.00124,0.00167,0.00222
